State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
"CA","Long Beach Generating Station","341","3",,"2015","ARP","97.8","12","4646.41",,"0.024","0.0924","1.284","4797.612","80731.603","9",,"Los Angeles","Electric Utility","Long Beach Generation, LLC","Long Beach Generation, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection<br>Selective Catalytic Reduction",,,"33.7641","-118.2248",
"CA","Long Beach Generating Station","341","4",,"2015","ARP","107.63","12","5139.24",,"0.027","0.092","1.456","5420.086","91213.747","9",,"Los Angeles","Electric Utility","Long Beach Generation, LLC","Long Beach Generation, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection<br>Selective Catalytic Reduction",,,"33.7641","-118.2248",
"CA","Los Esteros Critical Energy Facility","55748","CTG1",,"2015","ARP","1606.02","12","94195.31",,"0.225","0.0092","2.106","44517.631","749085.168","9",,"Santa Clara","Electric Utility","Los Esteros Critical Energy Fac, LLC","Los Esteros Critical Energy Fac, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Water Injection<br>Selective Catalytic Reduction",,,"37.425","-121.9319",
"CA","Los Esteros Critical Energy Facility","55748","CTG2",,"2015","ARP","1432.99","12","80925.97",,"0.187","0.0106","1.808","36953.147","621808.582","9",,"Santa Clara","Electric Utility","Los Esteros Critical Energy Fac, LLC","Los Esteros Critical Energy Fac, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Water Injection<br>Selective Catalytic Reduction",,,"37.425","-121.9319",
"CA","Los Esteros Critical Energy Facility","55748","CTG3",,"2015","ARP","1956.06","12","112972.83",,"0.271","0.0096","2.627","53580.52","901602.267","9",,"Santa Clara","Electric Utility","Los Esteros Critical Energy Fac, LLC","Los Esteros Critical Energy Fac, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Water Injection<br>Selective Catalytic Reduction",,,"37.425","-121.9319",
"CA","Los Esteros Critical Energy Facility","55748","CTG4",,"2015","ARP","1496.92","12","84189.06",,"0.204","0.0082","1.706","40354.972","679069.803","9",,"Santa Clara","Electric Utility","Los Esteros Critical Energy Fac, LLC","Los Esteros Critical Energy Fac, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Water Injection<br>Selective Catalytic Reduction",,,"37.425","-121.9319",
"CA","Los Medanos Energy Center, LLC","55217","X724",,"2015","ARP","6505.19","12","1672052.33",,"3.413","0.0717","395.646","676159.941","1.1377685248E7","9",,"Contra Costa","Cogeneration","Los Medanos Energy Center, LLC","Los Medanos Energy Center, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"38.03","-121.8708",
"CA","Los Medanos Energy Center, LLC","55217","X725",,"2015","ARP","4994.57","12","1285499.72",,"2.607","0.0803","308.906","516446.939","8690227.637","9",,"Contra Costa","Cogeneration","Los Medanos Energy Center, LLC","Los Medanos Energy Center, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"38.03","-121.8708",
"CA","Magnolia","56046","1",,"2015","ARP","8417.53","12","1774085.76",,"3.671","0.0055","31.777","725679.707","1.2211032283E7","9","WECC","Los Angeles","Electric Utility","Southern California Public Power Authority","City of Burbank","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"34.1788","-118.3153",
"CA","Malaga Power","56239","GT-1",,"2015","ARP","1241.54","12","57054.12",,"0.174","0.022","3.477","34378.353","578461.26","9","WECC","Fresno","Electric Utility","Kings River Conservation District, Malaga Power, LLC","Malaga Power, LLC, Wood Group Power Operations, Inc.","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"36.6894","-119.7399",
"CA","Malaga Power","56239","GT-2",,"2015","ARP","1099.21","12","47516.91",,"0.139","0.0273","2.873","27601.504","464455.328","9","WECC","Fresno","Electric Utility","Kings River Conservation District, Malaga Power, LLC","Malaga Power, LLC, Wood Group Power Operations, Inc.","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"36.6894","-119.7399",
"CA","Malburg Generating Station","56041","M1",,"2015","ARP","7832.07","12","370573.79",,"0.817","0.0067","8.582","161714.917","2721199.577","9","WECC","Los Angeles","Electric Utility","Bicent California Malburg, LLC","Colorado Energy Management, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"33.9983","-118.2219",
"CA","Malburg Generating Station","56041","M2",,"2015","ARP","7645.41","12","358429.4",,"0.804","0.0068","8.668","159206.708","2678906.153","9","WECC","Los Angeles","Electric Utility","Bicent California Malburg, LLC","Colorado Energy Management, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"33.9983","-118.2219",
"CA","Mandalay Generating Station","345","1",,"2015","ARP","1433.78","12","119025.49",,"0.367","0.0035","2.528","72627.5","1222070.115","9","WECC","Ventura","Electric Utility","NRG California South LP.","NRG California South LP.","Phase 2",,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"34.2072","-119.2511",
"CA","Mandalay Generating Station","345","2",,"2015","ARP","1711.21","12","146214.4",,"0.449","0.0043","3.348","89014.903","1497806.046","9","WECC","Ventura","Electric Utility","NRG California South LP.","NRG California South LP.","Phase 2",,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"34.2072","-119.2511",
"CA","Mariposa Energy Project","57483","GT-1",,"2015","ARP","744.83","12","21998.14",,"0.074","0.0186","1.494","13220.17","222471.007","9",,"Alameda","Electric Utility","Mariposa Energy, Limited Liability Corporation","Mariposa Energy, Limited Liability Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"37.7965","-121.6049",
"CA","Mariposa Energy Project","57483","GT-2",,"2015","ARP","717.88","12","21385.37",,"0.071","0.0187","1.459","12852.615","216268.548","9",,"Alameda","Electric Utility","Mariposa Energy, Limited Liability Corporation","Mariposa Energy, Limited Liability Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"37.7965","-121.6049",
"CA","Mariposa Energy Project","57483","GT-3",,"2015","ARP","733.05","12","21947.1",,"0.072","0.0186","1.511","12994.304","218654.507","9",,"Alameda","Electric Utility","Mariposa Energy, Limited Liability Corporation","Mariposa Energy, Limited Liability Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"37.7965","-121.6049",
"CA","Mariposa Energy Project","57483","GT-4",,"2015","ARP","742.35","12","21802.42",,"0.073","0.0197","1.63","13180.787","221793.161","9",,"Alameda","Electric Utility","Mariposa Energy, Limited Liability Corporation","Mariposa Energy, Limited Liability Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"37.7965","-121.6049",
"CA","Marsh Landing Generating Station","57267","1",,"2015","ARP","169.22","12","23785.74",,"0.08","0.0135","1.01","15935.484","268157.162","9",,"Contra Costa","Electric Utility","NRG Marsh Landing LLC","NRG Marsh Landing LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"38.0171","-121.7651",
"CA","Marsh Landing Generating Station","57267","2",,"2015","ARP","167.89","12","24169.04",,"0.082","0.0132","1.054","16149.673","271745.313","9",,"Contra Costa","Electric Utility","NRG Marsh Landing LLC","NRG Marsh Landing LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"38.0171","-121.7651",
"CA","Marsh Landing Generating Station","57267","3",,"2015","ARP","104.4","12","15567.33",,"0.052","0.0136","0.667","10331.609","173856.236","9",,"Contra Costa","Electric Utility","NRG Marsh Landing LLC","NRG Marsh Landing LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"38.0171","-121.7651",
"CA","Marsh Landing Generating Station","57267","4",,"2015","ARP","236.1","12","33803.76",,"0.113","0.0111","1.349","22399.399","376913.632","9",,"Contra Costa","Electric Utility","NRG Marsh Landing LLC","NRG Marsh Landing LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"38.0171","-121.7651",
"CA","McGrath Generating Station","56471","CT1",,"2015","ARP","913.42","12","42891.95",,"0.126","0.0201","2.565","24945.863","419744.658","9",,"Ventura","Electric Utility","Southern California Edison Company","Southern California Edison Company","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"34.2054","-119.2478",
"CA","Metcalf Energy Center","55393","1",,"2015","ARP","7212.18","12","1819536.85",,"3.779","0.0097","57.257","748476.869","1.2594653332E7","9",,"Santa Clara","Electric Utility","Metcalf Energy Center, LLC","Metcalf Energy Center, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"37.2169","-121.7439",
"CA","Metcalf Energy Center","55393","2",,"2015","ARP","5687.81","12","1442874.89",,"3.038","0.009","38.21","601862.282","1.0127515675E7","9",,"Santa Clara","Electric Utility","Metcalf Energy Center, LLC","Metcalf Energy Center, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"37.2169","-121.7439",
"CA","Midway Peaking, LLC","56639","1",,"2015","ARP","974.68","12","45957.32",,"0.151","0.0177","3.06","29812.284","501645.103","9","WECC","Fresno","Small Power Producer","Starwood Power Midway, LLC","Starwood Power Midway, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"36.654","-120.5797",
"CA","Midway Peaking, LLC","56639","2",,"2015","ARP","875.64","12","40537.41",,"0.134","0.0199","2.916","26533.022","446467.135","9","WECC","Fresno","Small Power Producer","Starwood Power Midway, LLC","Starwood Power Midway, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"36.654","-120.5797",
"CA","Mira Loma Generating Station","56473","CT1",,"2015","ARP","582.03","12","26606.59",,"0.079","0.0266","1.81","15675.341","263751.429","9",,"San Bernardino","Electric Utility","Southern California Edison Company","Southern California Edison Company","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"34.0054","-117.5604",
"CA","Miramar Energy Facility","56232","1",,"2015","ARP","610.39","12","27202.26",,"0.08","0.0482","2.686","15842.384","266573.05","9","WECC","San Diego","Electric Utility","San Diego Gas and Electric Company","San Diego Gas and Electric Company","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection<br>Selective Catalytic Reduction",,,"32.8769","-117.1664",
"CA","Miramar Energy Facility","56232","2",,"2015","ARP","1272.91","12","56197.21",,"0.166","0.0404","5.348","32970.92","554791.807","9","WECC","San Diego","Electric Utility","San Diego Gas and Electric Company","San Diego Gas and Electric Company","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection<br>Selective Catalytic Reduction",,,"32.8769","-117.1664",
"CA","Moss Landing","260","1A",,"2015","ARP","5335.87","12","1213113.33",,"2.587","0.0104","34.246","512354.582","8621391.364","9","WECC","Monterey","Electric Utility","Dynegy Moss Landing,, LLC","Dynegy Moss Landing,, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"36.8042","-121.7775",
"CA","Moss Landing","260","2A",,"2015","ARP","2483.36","12","527895.09",,"1.14","0.0219","20.525","225769.167","3799010.571","9","WECC","Monterey","Electric Utility","Dynegy Moss Landing,, LLC","Dynegy Moss Landing,, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"36.8042","-121.7775",
"CA","Moss Landing","260","3A",,"2015","ARP","3450.26","12","736583.01",,"1.593","0.0169","24.884","315581.291","5310270.115","9","WECC","Monterey","Electric Utility","Dynegy Moss Landing,, LLC","Dynegy Moss Landing,, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"36.8042","-121.7775",
"CA","Moss Landing","260","4A",,"2015","ARP","4788.57","12","1069743.42",,"2.286","0.0125","32.265","452885.633","7620618.497","9","WECC","Monterey","Electric Utility","Dynegy Moss Landing,, LLC","Dynegy Moss Landing,, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"36.8042","-121.7775",
"CA","Moss Landing","260","6-1",,"2015","ARP","1153.98","12","340537.58",,"0.957","0.0078","11.465","189478.818","3188299.883","9","WECC","Monterey","Electric Utility","Dynegy Moss Landing,, LLC","Dynegy Moss Landing,, LLC","Phase 2",,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"36.8042","-121.7775",
"CA","Moss Landing","260","7-1",,"2015","ARP","813.26","12","227521.58",,"0.652","0.0084","8.263","129181.565","2173653.097","9","WECC","Monterey","Electric Utility","Dynegy Moss Landing,, LLC","Dynegy Moss Landing,, LLC","Phase 2",,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"36.8042","-121.7775",
"CA","Mountainview Generating Station","358","3-1",,"2015","ARP","7590.85","12","1524250.27",,"3.238","0.0068","29.759","641443.672","1.0793513607E7","9","WECC","San Bernardino","Electric Utility","Southern California Edison Company","Southern California Edison Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"34.0836","-117.2408",
"CA","Mountainview Generating Station","358","3-2",,"2015","ARP","6778.99","12","1395789.04",,"2.948","0.0068","27.658","583886.852","9824976.977","9","WECC","San Bernardino","Electric Utility","Southern California Edison Company","Southern California Edison Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"34.0836","-117.2408",
"CA","Mountainview Generating Station","358","4-1",,"2015","ARP","7465.36","12","1539781.24",,"3.249","0.0065","29.422","643655.503","1.0830754408E7","9","WECC","San Bernardino","Electric Utility","Southern California Edison Company","Southern California Edison Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"34.0836","-117.2408",
"CA","Mountainview Generating Station","358","4-2",,"2015","ARP","7344.04","12","1523233.7",,"3.217","0.0062","28.566","637231.551","1.0722614528E7","9","WECC","San Bernardino","Electric Utility","Southern California Edison Company","Southern California Edison Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"34.0836","-117.2408",
"CA","NCPA Combustion Turbine Project #2","7449","NA1",,"2015","ARP","132.79","12","5374.47",,"0.013","0.0281","0.33","2636.791","44371.673","9",,"San Joaquin","Electric Utility","Northern California Power Agency","Northern California Power Agency","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"38.088","-121.3871",
"CA","Niland Gas Turbine Plant","56569","1",,"2015","ARP","369.37","12","10943.83",,"0.036","0.0161","0.422","7038.469","118433.614","9",,"Imperial","Electric Utility","Imperial Irrigation District","Imperial Irrigation District","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"33.2432","-115.498",
"CA","Niland Gas Turbine Plant","56569","2",,"2015","ARP","467.27","12","14714.02",,"0.046","0.0106","0.479","9069.303","152620.464","9",,"Imperial","Electric Utility","Imperial Irrigation District","Imperial Irrigation District","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"33.2432","-115.498",
